wavelength,CYP102-Trp,CYP102-His,CYP119-His,CYP119-Trp
675,0.0145061631195249,0.0141332584603123,0.0504014755013485,0.00910038335056519
676,0.0132759484008935,0.0149559875775754,0.046888588189896,0.00861466748353517
677,0.0120577153829017,0.0151597159435359,0.0432989913983058,0.00811539779027149
678,0.0108581736327182,0.0132126732240501,0.0396639976968045,0.00760417209632724
679,0.00968414039578413,0.0106253560012066,0.0360150862699085,0.00708289658642242
680,0.00854254059539673,0.0143605878100522,0.0323839029158368,0.00655378580441868
681,0.00744040683293095,0.0112673358608601,0.0288022600466694,0.00601936265361459
682,0.00638487938773308,0.0138251458040743,0.0253021366883478,0.00548245839681272
683,0.00538320621714098,0.0114696141913896,0.0219156784804719,0.00494621265591707
684,0.00444274295651705,0.00834995892515071,0.0186751976766261,0.00441407341232222
685,0.00357095291921127,0.00728319919951345,0.0156131731441154,0.00388979700656441
686,0.00277540709655291,0.0063236127341159,0.0127622503639644,0.00337744813885837
687,0.00206378415787541,0.0135654116700741,0.0101552414311917,0.00288139986841288
688,0.00144387045052824,0.00719080723383469,0.00782512505448275,0.00240633361388702
689,0.00092355999980352,0.00521768997122263,0.00580504655634925,0.00195723915349763
690,0.000510854509083436,0.00805892327363697,0.0041283178731376,0.00153941462442868
691,0.000213863359647518,0.00900459497808171,0.00282841755505552,0.00115846652344872
692,0.0000408036108489992,0.00624909623637407,0.00193899076596019,0.000820309706615596
693,0,0.0065220480872182,0.00149384928366715,0.000531167389303254
694,0.0000998849424247471,0.00874459751682326,0.00152697149974737,0.000297571146309162
695,0.000348998531451521,0.00651269121423136,0.00207250241952719,0.000126360911559007
696,0.000755988538330537,0.00457708723112965,0.00316475366220305,0.0000246849785898833
697,0.00132961041243905,0.00474099031115819,0.00483820346080632,0
698,0.00207872728104347,0.00661689122803006,0.00712749666204412,0.000060070987945286
699,0.00301230994947979,0.00570162384709258,0.0100674447265733,0.000212971313844112
700,0.00413943690104698,0.00727643749754794,0.013693025728806,0.000467082708605458
