wavelength,0,8,15,22,29,35,41,46,52,61,70,85,98,109,118
402,1118365.32785995,1319555.71878359,1485478.15041686,1587895.37400201,1679554.07320824,1730243.95894249,1798817.97275324,1839249.83960739,1851039.8240408,1913551.03004607,1941145.95957784,1952438.43534567,1950960.88854981,1901199.94680845,1915630
403,1233708.6231853,1424440.23345476,1601157.26772254,1697756.06282079,1771241.44997873,1841906.00746244,1889531.47613469,1930732.05822383,1944611.04397048,2008538.60833979,2042878.00976098,2034182.54042173,2027181.63691659,1981107.76726849,1995920
404,1359052.55349064,1557891.27272751,1724413.28959126,1827526.55774547,1899781.82900904,1971129.69165745,2018384.72630701,2043654.63990575,2071755.27426155,2126199.25444221,2135163.56274067,2136135.52222164,2126012.88144257,2065071.93855189,2079870
405,1478424.16759278,1684268.53664368,1841498.93403112,1947484.73339917,2021784.18207106,2087328.53271525,2133397.36412653,2154832.10931914,2180889.89739883,2224509.903795,2254374.28002728,2235861.99113233,2204913.06488921,2145026.62512141,2159470
406,1630965.36564573,1827159.30575508,1991211.17054114,2087635.65656075,2167212.86019178,2219180.91930572,2267261.13905063,2291873.5592529,2312509.23940433,2349438.82671433,2370289.97772067,2344187.75662911,2323666.47775848,2232697.06598947,2256830
407,1759860.90564376,1974183.01497563,2123912.31587318,2232905.87701303,2303387.44744263,2360181.36458963,2388777.75628679,2433491.24012856,2429214.69308128,2471245.16034371,2489978.07028185,2454660.90108373,2439330.81742862,2331690.17200264,2329080
408,1913837.91612609,2120426.35254959,2283829.66061828,2389796.47331544,2456013.58448692,2508993.81789451,2559346.52954432,2586784.28052219,2579631.42874011,2611811.20207761,2631361.94281972,2576713.36180775,2534836.28239901,2430646.90205484,2451430
409,2066798.12713113,2281810.77368276,2438270.951678,2550396.34528886,2603183.45300113,2670306.717508,2704253.50606234,2729171.63760029,2722757.14308281,2762318.8863663,2754721.47682535,2700688.53212984,2662509.63194545,2536351.09503513,2552430
410,2253687.97149131,2460603.69294232,2630252.26320776,2709604.34531766,2785142.15047305,2825074.16540282,2862201.95095818,2879132.35147918,2895162.7144691,2920475.30774448,2919996.54809075,2855414.67873397,2789466.41116504,2663087.04567317,2674680
411,2410094.06786748,2636219.08631368,2780686.39881308,2889610.40290262,2940951.70719345,2990779.3341541,3024493.65427566,3045981.43628105,3035803.74783967,3065795.54682161,3060272.58067296,2972837.57942644,2923669.49967637,2776681.87307834,2775220
412,2578191.12486707,2794185.03240681,2970285.36746924,3057905.82775675,3114681.25730593,3167952.71624897,3180889.20507579,3195346.08412984,3200177.48215777,3204849.10413537,3206849.62201269,3104874.30930282,3049399.25045539,2888519.0516701,2912440
413,2761380.89912298,3002910.66789907,3159322.12981829,3258423.45470454,3310292.8999479,3366524.42731982,3389734.09508746,3378045.42284624,3384439.82203908,3388760.10732618,3373037.24560196,3267055.417824,3180813.88001797,3022044.329266,3034460
414,2954105.49423041,3182693.86421815,3373179.91506985,3459484.73384676,3507122.62875113,3552149.60598501,3567240.96420433,3560533.62311361,3561982.60863037,3575145.75874183,3537901.33186447,3406342.06335066,3334832.05104868,3144070.71806132,3143090
415,3182708.58882335,3408833.51200662,3569924.84772011,3655412.60220829,3706179.08631005,3757492.43658942,3779845.73974719,3751987.11552245,3731813.54592744,3745123.494617,3730353.41645803,3589340.53821928,3509937.04234323,3295426.97351923,3303180
416,3387942.24469079,3622890.03828554,3768847.32820033,3871459.23265173,3932193.23094397,3955604.20785063,3962849.53960533,3952104.43240183,3951610.73688963,3924477.57284825,3884846.13804669,3735858.37796483,3643071.03110459,3438347.88047593,3430400
417,3635740.49634507,3840891.40189594,4010917.03467312,4095080.82312704,4139539.33133782,4177453.24999911,4186270.59219589,4172728.78731423,4155691.96843563,4131737.54103307,4090785.33653395,3907823.47075601,3817001.98225265,3602463.5694354,3593920
418,3868061.12787229,4093253.13915138,4263669.93171351,4356879.92594444,4378248.35443442,4416963.06878261,4408228.51984404,4384004.30165282,4350856.28241988,4345093.53294936,4284720.50346676,4128920.00261531,3990897.72535515,3739736.91509833,3745350
419,4122937.74528055,4370341.47152901,4519897.5625056,4610831.22026049,4625793.03126509,4654333.55445493,4644730.53726275,4619765.99215698,4584118.88644876,4561019.37568592,4500539.11931357,4318780.72696789,4176158.62435687,3919757.05190071,3912170
420,4378335.23591939,4607065.94150447,4750245.60129067,4869094.227984,4873600.6310543,4923500.10929718,4894032.1407119,4829238.09112243,4823876.66061481,4770689.95667843,4730918.30683139,4514625.06721081,4359003.53262327,4086486.68325865,4077290
421,4650559.07992012,4888195.32598435,5017802.37929916,5126111.22882612,5135906.39282204,5183703.08677952,5143958.88793317,5088179.13686245,5039589.48483089,5010923.65616324,4925883.26124482,4688246.65524768,4546692.41249085,4228566.44089538,4264230
422,4908949.95978665,5126195.05044813,5293022.24224836,5374080.68695689,5385591.81519477,5411394.33237726,5378196.84388122,5338987.41967262,5292481.54905479,5228684.18140598,5152611.53197133,4910203.95854186,4735735.98483482,4419558.14138342,4402510
423,5198694.7541161,5435785.73897191,5567056.52695271,5660341.15612877,5667223.41890228,5679585.3177837,5644883.31045338,5581292.93459231,5539671.17379415,5479877.74422456,5368429.31492097,5111717.36657247,4908535.41443973,4585345.90217463,4572730
424,5497558.5425024,5757826.09243464,5895350.95252367,5969872.0626957,5957996.46620832,5957194.43184818,5918981.96842582,5855486.36916388,5803381.1917851,5711719.88350069,5641974.23086088,5332623.60896251,5131758.76885143,4786351.13132112,4773780
425,5804082.03547861,6029542.43513686,6153973.42565719,6242543.13762611,6218138.26751129,6251791.25449861,6170667.98876163,6117983.40003635,6036656.92515629,5959778.67472611,5838942.14855706,5552358.9638259,5349326.91780257,4958130.3205504,4952080
426,6099159.87588867,6351062.87447354,6488142.15065857,6571017.4297829,6522364.04589854,6541982.06939725,6475822.38543465,6387472.39299879,6326113.08381475,6205814.68419321,6120825.72670174,5748265.06296482,5547267.48025693,5162743.20272069,5121990
427,6435387.99475394,6653760.34015371,6815572.98848833,6873882.58006571,6819573.92002905,6830427.09037389,6766547.15680513,6665161.1358939,6590059.5236164,6469091.61834089,6354641.72628555,5985986.79508313,5753041.01055046,5326269.73255948,5313340
428,6809858.81473259,7019521.21010928,7171523.50013156,7203254.41624136,7159359.39896301,7163068.28051646,7082276.50217217,6963026.33846729,6885877.04782162,6749687.25532592,6629628.78233584,6229956.74775784,5989295.61552367,5525647.20174767,5513290
429,7171662.22278296,7400917.94893687,7473932.10062842,7564280.89834661,7464638.43512543,7489868.35603444,7383578.01789171,7277218.73246084,7167877.79503139,7020533.73034778,6871398.60213902,6462563.7962823,6224846.13913144,5726297.35960482,5721690
430,7553648.0627786,7780757.11683076,7862135.96500788,7949347.99358242,7818779.17164742,7819942.01287487,7721028.41949644,7602970.98265378,7482757.60936621,7325255.90974582,7183815.6733219,6736490.38725945,6444254.59403662,5928794.96208699,5922520
431,7949979.42349923,8133703.07687218,8245259.4956957,8301829.17864459,8184169.42197391,8154152.03958699,8076068.36636942,7895528.0596681,7801816.20825115,7637046.11638808,7447608.19215821,6974007.74563329,6698707.92282531,6139397.48380093,6117930
432,8361876.53129623,8558664.86441415,8669290.88944413,8698157.28999181,8561106.21343925,8560591.37242181,8409091.73284876,8271447.17664901,8153183.29571908,7961808.03634963,7774536.48275354,7261312.59577658,6948700.01108249,6400951.3094698,6340800
433,8813137.90548575,9021818.35566724,9056388.11789062,9110756.53690547,8957187.48179572,8931289.79800948,8793014.34205688,8642842.09061532,8511962.80293678,8297323.77754478,8074117.59026701,7516617.47857012,7171765.23672102,6591153.95356375,6596450
434,9306457.97032923,9495489.59970065,9531923.15136903,9533853.02550225,9406569.32166319,9365133.85959634,9200149.86981342,9005704.00351,8847219.04786845,8667119.12481757,8422242.06117717,7850473.67535055,7455715.26113763,6842363.24050971,6813510
435,9753423.86551138,9931621.30546018,9955031.40122643,9977357.09132632,9823609.65467784,9750758.48170747,9578288.10356594,9396426.98898189,9212710.067212,9001340.76444394,8725471.92016265,8122597.84267102,7720542.35532125,7069954.27975265,7046820
436,10256036.1244531,10456902.1380158,10427729.1636954,10462007.7810463,10265494.3679015,10188986.8513748,10001938.6725536,9784835.67281571,9596773.46420129,9354990.46952357,9101776.75817737,8439400.31289751,8018540.43193627,7327067.06684634,7318570
437,10756774.5674894,10927124.3050584,10912770.1563481,10904531.3539347,10695331.3881125,10636604.1561482,10406548.6455485,10174913.3680316,9979804.46635406,9691192.47361865,9433942.05812466,8745518.14186616,8314234.52338213,7573347.41256207,7521620
438,11317029.4841526,11429976.4863692,11448212.6212743,11411989.3653814,11166953.3854495,11102224.195104,10878051.4524708,10594819.4815837,10374168.2338798,10092787.6039555,9771948.35791689,9059356.60373422,8564887.58092266,7837098.71073056,7782520
439,11858036.7510739,11980778.5755485,11943425.5214653,11906730.6007937,11629501.7124015,11541443.6376436,11297146.2070368,11060272.9070561,10803906.614282,10486988.4804406,10149405.7135616,9384016.86944835,8863603.59026036,8058184.79534542,8016610
440,12522399.8930459,12614956.433108,12555547.5328234,12478405.0756352,12202147.857778,12092659.0485689,11792318.2739808,11520879.2939292,11243260.6262274,10911223.7987396,10573031.6673503,9740417.02934603,9208255.3205442,8350606.83780437,8302340
441,13045715.3646355,13181933.5394878,13075767.6181119,12958039.4928897,12671782.8464026,12555971.6821941,12256245.4744858,11940300.8890975,11628479.493277,11295583.1375513,10897902.6294495,10047108.0532044,9481651.78080926,8598453.87095507,8538180
442,13718190.8379445,13770520.3464485,13634999.5619487,13546502.3759358,13184929.4879442,13089502.48118,12759055.1771614,12417807.3995826,12110999.8798379,11700638.7658375,11331653.2672322,10395426.6432683,9761934.72584536,8830908.15525142,8781880
443,14327281.7046932,14370460.5205019,14225278.029985,14099947.5717784,13725345.0516103,13565476.3080134,13225465.8169783,12885537.7655162,12560112.1419024,12127059.4996861,11704336.9677924,10712947.6979753,10082255.1371537,9103957.26354576,9050640
444,15025436.6099154,15051919.1810008,14873097.6867278,14700597.3701803,14329417.6129615,14100770.8955034,13775784.8842724,13382762.829269,13059613.3309608,12605904.4639977,12116224.8448982,11102852.1339938,10432843.0831508,9376125.40961126,9314040
445,15709198.2528603,15712764.664861,15483981.7129154,15303458.3416571,14881800.3745367,14678306.7567883,14310484.6949753,13888659.4667676,13570955.8891385,13021749.0561464,12534045.9168083,11449362.7905505,10734301.3822519,9658192.37078055,9573130
446,16483386.0678989,16483333.3633912,16221334.1279934,15962525.9077783,15509153.1055439,15319587.8464782,14912945.9800841,14468263.2714572,14074209.3673823,13525964.6603812,13044227.0288432,11849898.0226345,11079296.1654785,9952090.42451665,9878070
447,17281393.7773772,17256989.203178,16921813.3937367,16665655.3098814,16220805.8297831,15932608.6977513,15530915.6233171,15033604.0818794,14631222.600358,14030607.5341864,13500482.4608344,12270007.4044244,11450008.3295797,10265184.3773946,10184100
448,18066777.721128,17955502.9224926,17651781.0815761,17372316.249252,16841614.8822773,16578914.1891582,16097359.4523642,15610785.9439633,15158101.345092,14552985.3543193,13927008.7703922,12650994.8743035,11805778.4247598,10542870.0123401,10463900
449,18888686.4350698,18767103.1908385,18404796.2478545,18105705.7287141,17539623.6792144,17235316.7300388,16757704.4111887,16192111.6603754,15737416.5317983,15080505.9178318,14488802.487611,13095618.2685402,12187485.6673829,10866212.1955433,10747100
450,19748738.571479,19628361.0496638,19200224.3438805,18850780.402536,18272118.8245675,17936074.0758381,17428924.0138315,16814654.8044216,16363114.2897546,15617868.3662102,14973390.5321522,13527057.4876901,12568889.501264,11137674.2662351,11069800
451,20723072.8608367,20523566.1787446,20097071.9161627,19689657.6133081,19059795.0888099,18731562.8013948,18131095.0031795,17506440.599005,17029795.3732908,16258209.9409948,15516996.158421,13986058.9132664,12988497.0613663,11524902.549488,11386400
452,21604391.9615946,21409386.19718,20911397.1878854,20478786.8053221,19761881.3404342,19463584.2102031,18789095.2274009,18170879.2832128,17619604.5979546,16791900.5378055,16059428.9949967,14451809.1116891,13362685.4989245,11835007.0619287,11704500
453,22605794.7247724,22349834.6078453,21747968.302726,21335411.4185282,20562357.6159865,20204348.2529822,19529611.9200144,18834623.16268,18237393.4031672,17347969.458326,16596897.7181251,14892908.0949043,13781384.9526665,12158756.0137335,12042300
454,23508752.0755519,23246192.8124818,22571235.5732657,22098246.9689182,21330544.3749221,20904060.9397849,20230904.0286608,19499897.7856581,18874927.4007789,17952347.9424664,17131339.9935314,15350566.3160045,14191333.3875978,12514975.2136503,12351400
455,24509626.7178689,24186346.5073719,23533769.0769634,23020647.8742521,22179359.2501668,21704924.9632852,20990817.1168166,20252224.3868687,19565355.7287261,18603023.1806102,17725309.0136926,15842872.345054,14599519.0763276,12837887.2658076,12714000
456,25515170.5474077,25105249.3458863,24407375.8027586,23842800.2422324,22945433.535649,22491780.5234051,21697291.8211944,20896519.6009312,20213118.3133724,19176302.4334718,18252694.3529339,16302075.8332786,15002126.2130167,13171166.4839998,13018900
457,26553183.1444949,26136056.8722637,25356078.5624211,24768661.1158813,23789640.5163559,23331357.2870998,22474439.5474439,21678916.1038119,20912874.5111011,19829846.254056,18845651.3183216,16799656.5171626,15431764.6716951,13491191.9019632,13346600
458,27583221.8646946,27166924.1087138,26336853.2592908,25677912.9290938,24666183.616314,24160423.8905048,23281805.5513547,22379462.5494713,21598045.0179139,20492370.7007809,19466205.3558297,17303055.1146529,15860896.0068254,13836934.9299314,13701900
459,28593780.240529,28100133.5575144,27226046.3018544,26489693.3060015,25506194.1898395,24965711.9804276,24017480.5995819,23065875.3558459,22287072.2983923,21085649.1044512,20006780.4134026,17794350.4914994,16263756.7110245,14197696.8741226,14026900
460,29703682.8901598,29123575.2448674,28174099.3511677,27453707.1724071,26350636.8731218,25782176.5368221,24849323.4005114,23821093.3575376,23041906.7424653,21733754.1898166,20613720.9110953,18304207.7880348,16738338.6498075,14520954.8715293,14360600
461,30703047.5872259,30197420.6821583,29132150.5695084,28365795.8442838,27255438.5312324,26611622.5468555,25605040.9048997,24568116.2760521,23742746.2253416,22409617.2452039,21215391.2229694,18806474.4382696,17142147.686342,14885641.4709394,14719900
462,31860850.0811523,31198873.5130193,30194491.8809208,29348102.3447909,28125828.6578962,27474114.1276643,26454829.7331289,25375608.0985648,24482093.7895093,23056092.3465446,21881789.2042755,19315452.0026426,17613693.5821469,15237599.1423012,15058200
463,32897250.0540314,32247334.7945093,31091891.8627765,30210984.2085281,28971610.1996014,28329972.915195,27241470.7084455,26115847.1200603,25176849.8986989,23685388.6860074,22429897.1151428,19808058.1821863,18028279.9467349,15584365.4447298,15406100
464,34005486.0407374,33307177.8554693,32072375.4352838,31200506.6641236,29882324.7528085,29216353.4069464,28048486.0332318,26879266.6286871,25972661.7275476,24391007.8762539,23091434.5111202,20368337.4921374,18518289.3127476,15959319.1428935,15752100
465,35190492.234899,34393673.5158725,33196476.9294701,32238614.9196017,30856118.051787,30138644.1134397,28961546.6701369,27750922.7815109,26719736.5769916,25173293.8607232,23772673.7756736,20911773.3171623,18998416.9312198,16354360.4583385,16167400
466,36279365.492024,35477017.0458212,34108048.0500595,33149775.7896647,31729121.6689928,30947943.6277917,29722290.9204384,28472879.465149,27426866.1844923,25789651.8799357,24348932.9863337,21420974.3307203,19419953.1307424,16643410.5843674,16481600
467,37266544.8599149,36432980.6832881,35109174.0657509,34036357.9231599,32599420.2448115,31781076.5579746,30474069.1179784,29204932.5209025,28105781.0906352,26432515.1692838,24879490.7524374,21882192.6576497,19828986.457506,17012065.157786,16810600
468,38334026.1593321,37402557.2318558,35967328.7177785,34938284.5100065,33425476.8199541,32586932.4001722,31314405.9493385,29931250.9973931,28849462.863167,27071701.7714663,25457014.7350044,22383694.8060622,20280594.9549239,17349253.3817337,17145300
469,39404246.3146911,38482593.1478336,37020432.4393625,35890122.9632184,34252873.3238032,33457916.4779651,32108203.224086,30686737.1183986,29551406.8918609,27737170.4655788,26095699.4407647,22900293.2255889,20708133.3372899,17663202.3930875,17429800
470,40439925.1313519,39465357.3169411,37953847.1184358,36836969.8175873,35226814.8600468,34311371.4634462,32858913.7929377,31429849.5531984,30325344.737663,28388005.4944182,26668996.628825,23372752.5698506,21126820.681075,18027928.067178,17780700
471,41482543.8320875,40457560.6221946,38853600.8016794,37734483.3236592,36038706.1113718,35110416.5817505,33694873.0712219,32194886.7546855,30916310.3181743,29027666.248343,27272888.1687396,23921052.0948193,21520540.5941881,18357475.3793737,18109100
472,42606948.2060086,41488633.4629398,39827613.296403,38655455.9567617,36959852.560196,36010407.0014909,34468229.5002176,32931878.9123442,31710938.3330808,29726486.6290537,27883916.7381207,24398157.8522517,21962992.215467,18704924.8143153,18447900
473,43612048.2388715,42488170.8770283,40800351.94618,39527678.7682735,37810393.3738936,36797496.6159626,35213335.5517028,33627304.7043081,32327218.5858654,30268119.1754358,28442976.1105206,24887349.76237,22351566.4293928,19026772.7734263,18753000
474,44659076.1439334,43468204.2480749,41727863.5068054,40423947.2685358,38643365.2380536,37554834.5254348,35991529.7624438,34380030.8151661,33010221.5673051,30950640.8129132,29037826.4573071,25361993.6662083,22840524.3664264,19367884.214299,19031200
475,45645706.2282273,44399086.8216785,42609967.9127099,41275862.3930892,39435193.0442341,38412627.41618,36691146.2494472,35094428.6688579,33721563.2587182,31568112.1027255,29601252.832859,25774711.9658383,23200260.5657219,19677895.6818591,19348700
476,46499596.5882189,45311652.2316191,43392927.5705243,42112478.4690789,40138816.2226025,39137997.5606928,37461092.2997482,35739675.705678,34296897.6366768,32117903.917418,30085241.8137536,26230775.8717789,23554148.8141379,19973946.9659682,19633600
477,47490233.4685143,46178825.8943037,44313684.9923754,42828816.9250465,40897590.5594932,39822258.0608277,38145467.3689149,36419965.9435361,34947422.8935603,32629556.5096678,30558420.8509737,26655037.3503119,23949567.7611214,20276197.017463,19940600
478,48362459.5207539,47047445.0040685,45090951.4772485,43628373.0686432,41687018.7603997,40508554.2143234,38766904.04147,37015302.0608989,35543915.121092,33223984.0399566,31076735.7342228,27072869.9934565,24297197.4346082,20535188.1742784,20212700
479,49280413.2205732,47960092.0058453,45893357.5387104,44397611.8991896,42349341.7675194,41245607.1368928,39429624.8326272,37623731.7259311,36111593.2231802,33738785.6691941,31577863.9208659,27483278.2853249,24585051.7938236,20761924.3154562,20453800
480,50008093.5953647,48628436.7542271,46601755.1512722,45141569.5737752,43038471.4258458,41888425.2261351,40018806.7469177,38207971.9677172,36708365.0692542,34259943.6156653,32012582.4528843,27854347.4044881,24933649.9206907,21040829.1606597,20677800
481,50868913.1950502,49450591.5354302,47346825.1878608,45828228.0569009,43681820.9151077,42489172.8695024,40690067.1968289,38766822.2600154,37189094.3356555,34743254.1479352,32474542.8430927,28213390.9921179,25267115.1857886,21236101.4577301,20982400
482,51636205.7214585,50252534.9313647,48063943.79211,46493817.6085238,44395185.443861,43173405.6514529,41249914.6947158,39306215.2995128,37761720.048491,35252759.7451069,32921629.4451274,28587279.5114413,25532686.9829856,21519883.6133325,21152100
483,52368049.9164243,51009583.6382035,48825972.581628,47117323.9492119,45038197.9831696,43712024.9818966,41811198.1645499,39861857.9693942,38250279.299113,35704744.1410927,33332155.0705395,28927651.3388091,25871084.6887924,21752617.6635743,21389900
484,53089345.2007594,51706621.0309433,49402654.6057101,47784834.9344372,45581742.5397484,44289227.4481386,42385302.8033014,40349106.4337683,38704176.6920622,36098850.1885026,33715452.7122351,29237008.3909627,26138301.958141,21966346.3172748,21591200
485,53863953.7912836,52305116.825943,49976457.1120324,48325462.8594553,46103023.9141713,44765006.9083156,42842337.1029124,40852973.4191576,39122135.9438089,36473014.3827653,34050811.2023634,29567685.0082875,26407547.6166349,22144611.5702124,21797300
486,54327484.4484154,52846246.7722731,50561569.4641206,48791443.0310134,46579661.6047465,45208576.746101,43218913.5638371,41235152.4003184,39521475.7952562,36787167.716743,34325528.9004863,29802936.1523052,26530007.3244533,22302431.9669351,21880700
487,54858399.1635298,53307551.9703745,51032002.0431308,49235208.4081399,46990552.9667846,45589870.1512488,43621850.8331774,41600581.2213553,39827804.2176248,37085006.9977506,34593964.6132713,29987062.6102833,26742647.9391948,22398393.6679832,22019000
488,55331388.8364119,53731804.8420665,51326284.5590007,49619112.7742637,47284969.0121836,46019171.9155568,43905470.1865507,41902352.3140975,40106410.1971977,37321884.4065708,34888141.1434243,30157506.9402378,26855452.1744854,22540046.2300771,22145300
489,55698836.674267,54122204.893706,51725769.359118,49961245.8281361,47611565.7097882,46243818.8310643,44197743.4102498,42125536.0597356,40357743.2366089,37598151.1030625,35024426.1870352,30354627.8679738,27020685.4206035,22669585.8848957,22230800
490,56105847.099169,54485545.8940578,52035958.7145439,50187226.8383928,47959356.8361018,46566021.8968126,44376275.3035238,42356350.5668012,40560163.0814552,37781105.9229192,35172942.0002508,30437576.5097375,27129789.7098661,22732687.919619,22280200
491,56491587.2405841,54830725.9947328,52356420.872395,50569089.1765672,48163461.1070156,46854588.780934,44748598.4885712,42564036.9626611,40746090.2658034,37982504.0037706,35397792.0924613,30610361.9245898,27201300.0019444,22784431.5619683,22371900
492,56767759.7351666,55133792.2801787,52637832.0743002,50807848.5631448,48460523.737055,46990710.2523598,44937158.1082685,42794679.2566159,40975461.2715286,38101466.9734433,35588112.0701769,30678473.5010454,27361431.7358875,22832647.6703046,22421100
493,56980683.1537934,55325061.0752537,52899309.9895088,50994767.4928245,48644630.8264454,47186561.4009808,45069125.742397,42985975.0001206,41098375.5090829,38246505.8730949,35676706.5645716,30796149.9665987,27410240.8609136,22909776.4616239,22464700
494,57252675.5457448,55538439.4617825,53060412.6240739,51150980.4513618,48799604.3760059,47388265.7948832,45130351.8690943,43099243.883874,41211789.1632393,38345370.384509,35728221.7966519,30877989.3211576,27446045.6880051,22868736.9226055,22463500
495,57385213.6878739,55696799.9959757,53181482.1934579,51303704.5760916,48962916.6462302,47511447.1999378,45271662.0945642,43169397.8332732,41268863.1794309,38360313.3320988,35851511.5847094,30908457.6363002,27433107.5856911,22863427.1766207,22475600
496,57486620.6044334,55738410.1733969,53222642.435915,51321736.4217718,48990569.9728797,47547629.7532049,45340083.2279008,43229971.0123573,41314888.6673384,38454188.5378142,35803417.4159509,30859875.6935844,27428202.6806066,22872806.5662583,22505000
497,57480948.9641818,55803863.9130529,53324759.7620239,51372815.2224117,49059955.0995794,47533209.1710306,45291056.1455405,43187599.8843304,41378172.6416229,38397949.0260131,35819723.8442622,30848962.1428472,27404380.2748159,22802661.0283186,22491200
498,57468950.7969287,55799303.0415594,53331118.6158117,51445513.8530663,49082585.1138355,47548038.7745115,45355746.1745275,43187821.6918289,41353448.5650893,38445770.1426884,35735351.7291889,30787973.6890883,27410234.7698851,22784399.2854366,22374300
499,57499163.8918947,55801751.9679676,53218741.2916418,51342284.4791239,48977564.0657842,47537523.4027477,45251662.4655262,43143936.2478486,41223887.323709,38370731.7883363,35723709.1759825,30744941.9677313,27296935.6205543,22764680.1784834,22333900
500,57390168.8265283,55749977.8195682,53202535.4397093,51237069.9079937,48886554.9710936,47374658.850177,45201657.5101392,43041779.5340531,41211362.1593144,38263278.1968134,35588559.6450616,30660075.967985,27226569.4443867,22617274.001371,22247100
501,57353874.4605392,55651563.8667807,53142639.4830099,51315486.7289508,48877949.8760135,47375684.3031395,45174380.9374225,43016109.7319201,41153785.4043707,38228777.379938,35535404.3445478,30630775.5624865,27181295.0023462,22620952.5045364,22196100
502,57279881.857307,55660789.4037702,53013103.9526502,51168700.7479398,48793142.5377412,47259955.2809405,45116225.4134224,42925393.9973283,41067019.8978873,38075762.1348341,35468319.7333491,30482578.1288861,27106650.9979558,22542827.0645948,22146100
503,57114554.37527,55439323.3086391,52915526.0047332,51028665.3398685,48669646.8030103,47177869.3589167,44925412.3096695,42803610.8680056,40912051.71374,37982650.6109874,35349288.7466792,30378571.7495336,27006553.4515542,22446176.6922055,22029900
504,56899764.884866,55354288.8567984,52811883.7019029,50904591.416459,48590680.2314558,47069189.1220965,44791754.1407303,42642469.8431413,40798175.5065565,37875644.7065137,35231770.4555294,30313815.0942256,26894338.6997103,22346744.4168365,21945000
505,56715627.4679127,55117128.9158237,52580818.8940605,50735106.8275297,48338501.7933535,46854096.1274902,44561108.6199908,42453928.7304051,40640495.2503894,37655075.645627,35086701.2499798,30139751.0951925,26737432.7557535,22216477.859438,21809200
506,56414302.2015841,54745923.7969939,52304123.3005002,50402045.1654208,48038347.2762508,46560491.4806411,44270276.4688007,42118051.6045848,40305122.5581086,37414334.4387004,34827616.683622,29940514.2653815,26604262.2127546,22069980.3333957,21695100
507,56082370.5119476,54453239.7098328,51993761.5259061,50065095.6517772,47730705.078367,46290182.9656327,44023479.9753471,41878811.1350629,40055932.2358507,37180740.7562423,34580740.8129877,29715146.0311273,26332078.9490724,21888583.7899665,21541400
508,55693536.9065877,54143851.7771426,51641482.0057107,49727644.4016264,47441236.2655387,45946842.1811422,43703595.9987077,41634201.4201703,39776123.6892531,36939942.9210168,34251975.931307,29495830.1236084,26117883.475281,21688703.7439852,21326500
