wavelength,raw,Smoothed Y1,Subtracted_Data Y1,Normalized1
,,50 pts SG smooth of B,"Subtracted from ""Smoothed Y1""","Divided by Max of ""Subtracted_Data Y1"""
440,0.505935914304483,0.517100697466127,0.02,0.00419473106390396
441,0.505518713202628,0.512183572925864,0.0150370461831862,0.00315381823669849
442,0.520234658836738,0.508074283804693,0.0108819277854645,0.00228233802584237
443,0.508900284803953,0.504713801193216,0.00747561589743604,0.00156790991133946
444,0.522045772069664,0.502048287418161,0.00476427284583024,9.99242165165911E-4
445,0.495527656369574,0.500029096042386,0.00269925219350518,5.66131851270354E-4
446,0.504842417872809,0.498612771864879,0.00123709873944726,2.59464825573792E-4
447,0.495577467551027,0.497761050920754,3.39548518771365E-4,7.12157359696411E-5
448,0.488540306365962,0.497440860481254,-2.64711972795713E-5,-5.55197767636739E-6
449,0.48053068196388,0.497624319053751,1.11158098666502E-4,2.33139164740439E-5
450,0.507106416504815,0.498288736381745,7.29746150109494E-4,1.53054442231431E-4
451,0.50374908378931,0.499416613444864,0.00181179393667767,3.79999415378733E-4
452,0.49457031999503,0.500995642458866,0.00334499367412842,7.01567443671437E-4
453,0.499992487185382,0.503018706875635,0.00532222881434683,0.00111626592683727
454,0.487071813589387,0.505483881383186,0.00774157404534646,0.00162369105657637
455,0.514160073951994,0.50839443190566,0.01060629529127,0.00222452781656143
456,0.509224645133018,0.511758815603328,0.0139248497123877,0.00292054998243734
457,0.519512200281259,0.51559068087259,0.0177108857050986,0.00371462012182148
458,0.531316341243366,0.519908867345973,0.0219832429019304,0.00461068959430369
459,0.546947851195516,0.524737405892132,0.0267659521715389,0.00561379855144609
460,0.523469879473221,0.530105518615853,0.0320882356187082,0.00673007593678324
461,0.517510732941069,0.536047618858047,0.0379845065843514,0.00796673948582216
462,0.545144077879711,0.542603311195755,0.0444943696455093,0.00933209572604218
463,0.558475672454481,0.549817391442149,0.0516626206153519,0.0108355399768951
464,0.560826427579965,0.557739846646524,0.0595392465431764,0.0124875563498049
465,0.568878732705253,0.566425855094309,0.06817942571441,0.0142997177481684
466,0.586661919522292,0.575530504184987,0.0772382455285377,0.0161996833919999
467,0.584192679760073,0.586534993782498,0.0881969058494973,0.018498115035355
468,0.595940847941147,0.597259234487467,0.0988753172779158,0.0207377682419517
469,0.574290848600018,0.610359836775489,0.111930090289387,0.0234758313361234
470,0.616907458709571,0.621738823446856,0.123263247684203,0.0258528087049308
471,0.640526115968975,0.636882834311374,0.13836142927217,0.0290194492707061
472,0.650634130887402,0.650833600629444,0.152266366313689,0.0319358228381905
473,0.682307992805503,0.668638531069606,0.170025467477301,0.0356605555040913
474,0.707328050636806,0.688323169156721,0.189664276287864,0.0397795315728784
475,0.733464683317196,0.709408879251448,0.210704157106041,0.0441923636553205
476,0.736671863089436,0.732331377686368,0.233580826264409,0.0489904373931836
477,0.7636627411358,0.757001305707148,0.258204925008639,0.0541550109893365
478,0.770951062743348,0.783956304183727,0.285114094208667,0.0597988473866968
479,0.797734761745948,0.812964152728652,0.314076113477041,0.0658732414816184
480,0.830883020605698,0.846440061497932,0.347506192969771,0.0728847511274651
481,0.856028458611157,0.879926810578038,0.380947112773325,0.0798985343827397
482,0.926647258540663,0.91709271020071,0.418067183119446,0.0876839699914984
483,0.945136397899811,0.955445456531921,0.456374100174107,0.0957183307380773
484,1.01091814572747,0.995197702516939,0.496080516882574,0.104046217718243
485,1.00282765380603,1.037019665132,0.537856650221088,0.112808199930486
486,1.07112006297296,1.08236591779173,0.583157073604259,0.122309354589156
487,1.16062685798207,1.12940023379669,0.63014556033267,0.132164557835431
488,1.18794986854663,1.18015812932255,0.680857626581984,0.142800731815969
489,1.21414055325481,1.23339037463615,0.734044042619026,0.153955867392384
490,1.30601100152891,1.28596150085279,0.786569339559118,0.164972342128153
491,1.3304226221876,1.34066818089525,0.841230190325025,0.176436720562511
492,1.41381766101021,1.39964267580885,0.900158855962074,0.188796215777618
493,1.46057903920555,1.460651569262,0.961121920138681,0.201582398730237
494,1.56027381446403,1.51999424011838,1.02041876171851,0.214019113898552
495,1.56882575350933,1.58307347528145,1.08345216760503,0.227239523185344
496,1.67993451291267,1.65125498940698,1.15158785245401,0.241530066875163
497,1.68289645632838,1.71871816643848,1.21900520020896,0.255669949018849
498,1.79974588913484,1.79009766886932,1.29033887336324,0.270631227752981
499,1.87372571435989,1.86451352509918,1.36470890031655,0.286229340867203
500,1.92026773497377,1.93789911220464,1.43804865814546,0.301611368886408
501,2.01423445537285,2.01317509069909,1.51327880736336,0.317389881079731
502,2.08463504875041,2.09018811471735,1.59024600210507,0.333532715213961
503,2.15561413345596,2.16959952903386,1.66961158714503,0.350178579462563
504,2.22918421371302,2.25085485346012,1.75082108229474,0.367211179061985
505,2.35599055802924,2.33229553851311,1.83221593807118,0.384282655560355
506,2.40521375403359,2.4159939934451,1.91586856372662,0.401827668931055
507,2.5243056194248,2.50342354180115,2.00325228280612,0.420155228976167
508,2.59404892977568,2.59062166949194,2.09040458122035,0.438434251648608
509,2.66559059632656,2.68418302963566,2.18392011208752,0.458047876762908
510,2.76456471642366,2.77362842793568,2.27331968111099,0.476798234227027
511,2.86690855684659,2.86860899429913,2.36825441819789,0.496709518762124
512,2.91912185708484,2.9612770024003,2.46087659702251,0.516135775298229
513,3.06712719179594,3.05277673047858,2.55233049582424,0.535317000809167
514,3.19824047643996,3.14416712956678,2.64367506563589,0.554475296034561
